name,width,height,result
370602091.png,273,330,0
330001762.png,331,436,0
350001222.png,531,696,1
340008331.png,482,634,0
370810142.png,500,700,1
370301551.png,464,668,1
370313032.png,441,551,0
320010271.png,234,311,1
310003041.png,404,529,1
340020053.png,335,549,1
370811061.png,678,912,1
350015091.png,505,691,0
320010342.png,234,319,1
350022011.png,203,277,1
371001232.png,357,392,0
370911042.png,258,311,0
370913032.png,333,449,0
370606131.png,226,271,1
320011072.png,236,330,1
3200011002.png,96,123,1
370201111.png,422,592,1
370303111.png,441,551,0
370404063.png,70,92,0
310012214.png,410,531,0
320022061.png,236,308,0
370320012.png,441,551,0
371001133.png,356,391,0
360008101.png,268,363,1
371012052.png,350,350,0
330010071.png,375,531,1
371004051.png,336,423,1
310012081.png,423,540,0
340019022.png,344,563,0
330010152.png,376,537,1
340029012.png,261,301,1
370301641.png,466,668,1
310010162.png,331,449,1
370607052.png,243,293,0
350010012.png,207,268,1
370909111.png,350,417,1
330008361.png,472,585,1
370301733.png,445,639,0
350007281.png,203,277,1
330002151.png,383,540,1
350006012.png,244,332,0
310010181.png,331,449,1
370320262.png,441,551,1
360033052.png,160,228,0
370308031.png,441,551,1
350005122.png,488,563,0
320003911.png,427,593,1
330010163.png,375,519,1
340015071.png,553,730,1
370613201.png,266,324,1
350028111.png,203,278,1
360012691.png,410,524,1
320010041.png,234,317,0
370310201.png,390,543,0
370503031.png,262,324,0
350001091.png,531,700,1
370507142.png,579,768,1
370719062.png,481,385,1
340009041.png,236,330,1
320007423.png,236,318,0
340009162.png,236,330,0
360032031.png,762,922,1
360009301.png,268,363,1
320006451.png,293,427,0
330002222.png,387,542,1
370605172.png,522,638,0
320026102.png,214,273,1
370109083.png,354,425,0
371302261.png,447,537,1
371001402.png,356,391,1
370713091.png,405,509,1
370613161.png,251,302,1
370317101.png,441,551,1
370312213.png,441,551,1
330004174.png,476,591,0
370324151.png,441,551,1
360011341.png,268,363,1
320027051.png,236,290,1
360016011.png,102,124,0
360005603.png,531,674,0
370714132.png,261,320,1
370513022.png,252,346,0
370316092.png,441,551,1
320004111.png,487,645,1
370110101.png,284,378,1
350031391.png,415,528,0
370609222.png,237,286,1
360005822.png,508,672,1
350006101.png,249,353,1
360001032.png,268,363,0
350031342.png,404,511,0
370406121.png,102,130,1
330002281.png,399,563,1
370701091.png,406,469,1
370905182.png,265,310,1
320012101.png,325,363,0
340011201.png,589,780,1
360009311.png,268,363,1
310007351.png,318,423,1
370310162.png,390,543,1
310005162.png,415,552,0
370308143.png,441,551,1
340028081.png,407,517,1
370715061.png,276,346,0
360003351.png,83,109,0
370726021.png,369,463,1
371402232.png,336,442,0
350017131.png,550,712,1
350035461.png,547,682,1
370913044.png,338,436,0
370201171.png,391,581,1
310002331.png,436,545,1
310011112.png,339,448,0
370510102.png,461,650,1
370702121.png,383,483,0
370604082.png,252,327,1
370708091.png,393,445,1
350027122.png,203,278,0
371001391.png,357,392,1
360003101.png,86,109,1
350010111.png,207,268,1
320002512.png,329,455,0
370403052.png,449,570,0
371204151.png,260,302,1
310011161.png,339,457,1
370515071.png,285,378,1
320013061.png,354,496,1
370502021.png,316,395,0
370305061.png,441,551,1
340027121.png,591,709,1
371004122.png,372,493,1
371206153.png,260,302,0
350002073.png,207,268,1
350010101.png,207,268,1
310005172.png,343,453,1
370304051.png,441,551,1
310004142.png,331,449,0
350028061.png,203,278,1
370317112.png,441,551,1
370719021.png,516,389,0
370403041.png,473,655,1
310008141.png,331,449,1
310007142.png,318,423,1
370512071.png,303,420,1
340027201.png,591,709,1
320017111.png,115,153,1
370506111.png,391,521,1
360003071.png,86,101,0
320014032.png,236,330,1
350035371.png,524,672,0
370315081.png,441,551,0
370413112.png,413,551,0
320001861.png,91,118,1
320004491.png,497,655,0
330003211.png,467,580,1
370602232.png,257,309,0
330002751.png,390,557,1
350002061.png,207,268,1
370306141.png,441,551,0
370802051.png,425,559,1
371302091.png,469,538,1
320006612.png,377,500,0
320024101.png,414,482,0
370411121.png,200,300,1
371005031.png,117,109,0
320005163.png,315,370,0
371011031.png,274,319,1
350007042.png,203,277,1
350026051.png,160,231,1
320001681.png,94,120,1
370805131.png,787,913,0
310004283.png,329,443,1
370608053.png,259,308,0
330008221.png,481,597,1
310004021.png,452,560,0
330001531.png,265,314,1
370701202.png,381,440,0
360028031.png,433,592,1
310001233.png,418,554,0
370307122.png,441,551,1
360028023.png,435,577,0
370316162.png,441,551,1
370801151.png,409,526,1
360001211.png,268,363,1
320005593.png,318,430,0
350002221.png,207,268,1
370618112.png,280,349,0
350015192.png,543,725,1
370614181.png,242,304,0
320010411.png,234,318,1
340023132.png,222,277,1
320003853.png,426,593,0
370201252.png,413,578,0
360007061.png,268,363,1
370609161.png,237,287,1
320007391.png,236,319,1
320001371.png,93,120,1
370317243.png,472,551,0
310011021.png,340,448,1
320016131.png,236,323,0
360012232.png,500,688,0
310002163.png,439,550,1
320008181.png,375,579,0
360012161.png,406,504,0
370705121.png,363,432,1
370701473.png,400,461,0
320020071.png,448,619,1
370722042.png,298,390,1
370809042.png,833,858,1
370605161.png,526,637,1
370303112.png,441,551,1
370703171.png,371,419,0
360017031.png,249,328,1
370717032.png,269,347,0
320014111.png,236,330,1
320010402.png,234,322,0
370325011.png,441,551,1
320014021.png,236,330,0
370403031.png,494,648,1
370315093.png,441,551,0
370312031.png,441,551,1
320001191.png,95,119,1
370323032.png,346,494,0
371402062.png,315,477,1
370317121.png,448,551,0
310010203.png,331,449,0
320008051.png,408,575,1
330001431.png,260,319,1
340010044.png,301,392,0
360006241.png,268,363,1
330003162.png,471,586,0
340028111.png,402,511,1
370909064.png,368,413,1
350023081.png,160,250,1
370402182.png,409,527,1
360004322.png,514,663,1
350005092.png,488,564,0
370303231.png,441,551,1
360008031.png,268,363,1
370401274.png,413,551,1
320014322.png,236,330,1
310001272.png,448,596,0
370803133.png,479,591,0
360004231.png,508,687,1
370321112.png,91,114,1
350033171.png,203,277,1
370910031.png,413,488,1
370902092.png,284,341,0
370608242.png,258,309,0
370805162.png,692,1013,1
310002054.png,438,551,1
320002761.png,353,488,1
330004111.png,370,460,0
370712111.png,276,347,1
370614062.png,247,308,1
350001162.png,531,703,0
360002153.png,551,718,1
310006182.png,396,527,1
370503291.png,259,343,1
320004622.png,497,637,0
370111012.png,354,455,0
370614162.png,245,308,0
350002172.png,207,268,1
350005041.png,437,489,0
371402113.png,328,443,0
370905022.png,251,323,0
370101123.png,354,491,1
370105151.png,395,525,1
370612152.png,548,668,1
360002351.png,390,541,1
370105011.png,460,610,0
340001011.png,482,634,0
370313062.png,441,551,0
310006141.png,376,500,0
370513071.png,252,346,0
370301281.png,447,642,0
370618121.png,282,350,1
350014091.png,512,709,1
370322051.png,441,551,1
360010091.png,391,500,1
370701672.png,341,393,1
320003252.png,427,593,0
320013052.png,354,496,1
370405011.png,307,385,1
320001162.png,98,122,0
370308103.png,441,551,0
330008352.png,493,615,1
350009012.png,207,268,0
340006141.png,413,531,0
370603051.png,556,675,1
371206142.png,260,302,0
310001172.png,417,554,1
370404221.png,69,96,1
360008642.png,268,363,1
370311251.png,441,551,0
370307121.png,441,551,0
370101041.png,354,492,1
330003273.png,495,614,0
370801032.png,408,517,0
3200021141.png,350,482,1
370201192.png,394,565,1
320006131.png,348,462,1
320001972.png,90,121,0
370901251.png,308,369,1
340011221.png,562,755,0
320003651.png,427,593,1
370402122.png,407,519,1
370103111.png,283,377,0
310008281.png,331,449,1
371015051.png,342,418,1
340015062.png,575,758,0
340004153.png,410,517,0
370317211.png,475,551,1
340023043.png,454,567,0
360005521.png,515,681,0
350012201.png,537,718,1
360008471.png,268,363,1
371016032.png,583,752,1
310010381.png,331,449,0
370411141.png,200,300,1
330008472.png,387,480,1
370303052.png,441,551,0
370808231.png,397,635,1
370321011.png,91,114,1
370326021.png,91,114,0
330002591.png,395,557,0
310003201.png,396,528,1
370404282.png,70,94,1
370404111.png,70,95,1
371207202.png,431,491,1
371205142.png,434,506,1
370710042.png,350,394,1
370314122.png,275,314,1
350036111.png,528,694,0
370321053.png,91,114,0
370803243.png,551,686,0
370515021.png,299,412,1
370313031.png,441,551,1
370301322.png,455,652,1
370504141.png,509,768,1
320004591.png,498,650,1
371005022.png,117,107,1
370728031.png,376,425,1
370315174.png,441,551,0
350033222.png,203,277,0
310004101.png,323,411,1
310008221.png,331,449,1
310002211.png,441,551,0
350037031.png,203,277,1
370504032.png,338,477,1
370313082.png,441,551,1
360005361.png,767,1023,0
380105021.png,390,557,1
370903101.png,414,461,0
320001471.png,96,123,0
370705162.png,390,465,1
370505132.png,281,382,1
360018063.png,496,647,1
370403231.png,449,577,0
350032081.png,203,278,0
360031171.png,508,690,0
370310222.png,390,543,0
350035502.png,506,687,1
370317141.png,441,551,1
310011361.png,339,458,1
360008501.png,268,363,1
360003041.png,92,103,1
370711082.png,409,462,1
320010251.png,234,322,1
310007221.png,355,474,1
320011502.png,236,330,0
370516151.png,379,520,1
370701701.png,364,420,0
350007162.png,203,277,0
370614041.png,247,307,1
350036012.png,533,667,0
310004352.png,348,467,1
340008041.png,482,634,0
340006241.png,413,531,1
320006541.png,299,435,1
371202141.png,406,464,1
340026181.png,237,284,0
320003062.png,426,593,0
350013031.png,234,331,1
320003751.png,427,593,0
370315041.png,441,551,1
370901011.png,334,407,1
370703022.png,341,386,1
340027371.png,591,709,1
371402311.png,331,435,0
310009181.png,354,472,1
370305051.png,441,551,1
360026091.png,464,552,0
350032231.png,203,277,1
370110102.png,293,378,0
371402061.png,357,441,0
370902052.png,284,362,0
371402372.png,321,445,1
350035501.png,514,730,0
370302281.png,441,551,1
360020013.png,481,646,0
340006121.png,413,531,1
370310082.png,390,543,0
340023141.png,432,560,1
340008012.png,482,634,1
370606132.png,229,279,0
370608212.png,260,309,0
350027091.png,203,278,1
360023051.png,511,623,0
370323232.png,346,494,0
370701382.png,389,448,0
350031011.png,410,508,0
370315011.png,441,551,1
360009243.png,268,363,0
310002091.png,437,551,1
320006642.png,390,547,1
330012112.png,420,522,0
320010101.png,234,294,1
340015011.png,551,733,1
370316021.png,441,551,1
340009101.png,236,330,0
340011072.png,555,720,1
370727031.png,371,467,1
320014082.png,236,330,1
340005232.png,540,741,1
320006121.png,380,546,1
370301591.png,442,633,0
371014041.png,374,452,1
310003112.png,376,500,0
370517125.png,392,518,0
370613091.png,259,313,1
360035142.png,371,471,0
320005411.png,460,687,1
370615042.png,238,307,0
330003063.png,515,635,0
370609091.png,237,287,1
360023061.png,541,740,1
320016103.png,236,317,0
310006022.png,367,490,1
320014011.png,236,330,1
370618122.png,282,352,0
371204281.png,260,302,0
370507171.png,579,768,1
370105131.png,439,583,0
310010322.png,331,449,1
370410061.png,499,635,0
360008651.png,268,363,1
320012311.png,404,408,1
370601112.png,244,328,1
370618031.png,289,351,1
370807141.png,721,954,1
370801382.png,423,530,1
360013114.png,431,553,0
370317241.png,470,551,1
320026061.png,214,273,1
370509042.png,400,523,1
370802181.png,477,644,1
320003301.png,427,593,1
370729042.png,366,459,1
320015101.png,230,295,1
320009162.png,353,524,1
371003041.png,350,450,0
370317171.png,441,551,1
370103052.png,283,377,1
370805151.png,688,990,0
370902091.png,285,359,1
350030051.png,200,276,0
350020011.png,207,268,0
370609181.png,252,305,1
330010261.png,356,507,0
371302341.png,464,558,0
370901211.png,392,409,0
370701532.png,394,455,1
320003871.png,426,593,1
350013043.png,249,330,0
371203122.png,381,434,0
360007112.png,268,363,1
320013021.png,354,496,0
371207201.png,410,468,0
310001232.png,449,596,1
320025072.png,115,135,0
370717011.png,269,347,0
310004272.png,404,552,0
340006131.png,413,531,1
370608221.png,256,306,1
340028123.png,414,526,0
340004054.png,418,527,0
370507051.png,579,768,0
320017041.png,115,153,1
320015173.png,236,300,1
320003502.png,427,592,0
310009151.png,354,472,0
340006341.png,413,531,0
370610041.png,260,317,1
370507052.png,579,768,0
340027342.png,472,591,0
360005392.png,628,825,0
320010082.png,234,323,0
320002281.png,371,508,1
380201012.png,358,476,0
320002161.png,377,515,1
370320031.png,441,551,1
370406171.png,97,131,1
320001441.png,86,123,0
360011022.png,268,363,0
310012217.png,404,547,0
360008291.png,268,363,0
350029081.png,203,277,0
370315072.png,441,551,1
360009351.png,268,363,0
370105041.png,396,524,0
340010183.png,301,392,1
370728022.png,397,448,0
370401251.png,413,551,1
320006232.png,299,434,0
360009232.png,268,363,0
370709042.png,406,458,0
371202111.png,440,502,1
370608131.png,250,298,0
340011191.png,142,186,0
340009061.png,236,330,0
310001091.png,397,528,1
370402091.png,411,549,1
340012192.png,531,709,1
330001484.png,260,319,0
360002131.png,564,757,0
370703201.png,355,402,0
350033212.png,203,277,0
370505171.png,283,387,0
350020021.png,207,268,1
370301382.png,460,659,1
370606081.png,239,286,1
370703232.png,409,462,0
371402191.png,319,438,1
370309022.png,441,551,0
320011071.png,236,330,0
370301062.png,459,659,1
360032092.png,761,922,1
320003011.png,427,593,1
370502191.png,316,395,1
370513121.png,252,346,0
380102041.png,390,557,0
320009141.png,324,489,1
330010123.png,376,537,0
370607231.png,244,295,1
370602211.png,253,304,1
360005261.png,512,650,1
310010321.png,331,449,0
350037271.png,203,278,1
340025132.png,353,486,1
370402031.png,419,510,0
340004131.png,399,503,1
371303162.png,416,500,0
370412113.png,359,506,0
310012242.png,395,505,0
370501161.png,661,787,1
330012091.png,441,547,0
370603141.png,535,647,1
370909042.png,368,424,1
370712061.png,275,397,0
370808112.png,394,609,0
370509032.png,406,562,0
330003053.png,442,549,0
340004251.png,413,520,1
371303131.png,501,641,1
330004232.png,500,621,0
350030061.png,200,276,1
370504081.png,509,817,1
370305091.png,441,551,1
350003202.png,766,1009,0
320005482.png,492,687,1
370907121.png,284,388,1
370310063.png,390,543,0
370315094.png,441,551,1
371303161.png,504,605,1
360026131.png,470,563,1
370909013.png,367,420,1
350019141.png,207,268,1
320014022.png,236,330,1
320007232.png,236,319,0
350015081.png,513,651,1
370410092.png,486,617,1
320001892.png,94,115,1
360011062.png,268,363,0
370615131.png,234,307,0
370907071.png,284,398,1
330010271.png,374,523,0
350031281.png,405,521,1
370410051.png,500,660,0
371011011.png,238,312,0
360009381.png,268,363,0
340020091.png,325,533,1
350013022.png,233,314,0
310004201.png,334,452,1
380102071.png,390,558,1
370705191.png,363,432,1
371401062.png,321,442,1
370902031.png,284,363,1
370703191.png,352,397,0
340014051.png,599,843,1
360005092.png,785,1016,0
320002072.png,377,515,1
360013042.png,453,580,0
340019111.png,346,565,1
370606012.png,238,288,0
360006151.png,268,363,1
360008553.png,268,363,1
370607142.png,243,294,0
370701451.png,390,450,1
340028101.png,421,530,1
370311211.png,441,551,0
310008312.png,331,449,0
370301282.png,470,674,1
371302431.png,442,532,1
360031091.png,508,662,0
370809082.png,744,834,0
310003353.png,399,521,0
360004221.png,508,698,0
310006222.png,367,490,0
350033021.png,203,277,1
371206101.png,260,302,0
350030012.png,200,276,1
370807131.png,844,974,1
310003133.png,361,480,0
350005161.png,402,455,1
350011052.png,160,218,0
310008332.png,331,449,0
370701691.png,367,423,1
371010053.png,360,468,0
370701481.png,416,481,1
320004191.png,494,648,1
310003401.png,398,543,1
350009041.png,207,268,1
320007131.png,237,320,1
340005151.png,556,753,1
370303281.png,441,551,1
370614142.png,243,305,0
360001111.png,268,363,1
320008112.png,375,579,1
340019021.png,318,505,1
370604012.png,252,322,0
320013352.png,354,496,0
330011012.png,435,541,0
360038031.png,826,1001,0
310010101.png,331,449,1
360017061.png,248,329,1
370609092.png,243,295,0
320002521.png,341,471,1
370103042.png,283,377,1
370702102.png,368,463,0
330004081.png,426,530,1
330001301.png,261,319,0
320014291.png,236,330,1
360032061.png,761,923,1
360030092.png,416,525,1
360013061.png,472,597,1
360004191.png,508,690,1
310005302.png,356,475,1
330004311.png,424,526,0
370812071.png,763,941,0
340010062.png,358,473,0
360005481.png,508,658,1
340003181.png,445,591,1
370313071.png,441,551,1
370302101.png,441,551,0
340009171.png,236,330,1
360012472.png,496,683,1
360008302.png,268,363,0
310012071.png,369,496,0
310012053.png,411,554,0
360008382.png,268,363,0
350015152.png,547,707,1
330010081.png,355,509,1
320005771.png,482,687,1
310011111.png,339,448,0
330010432.png,414,582,1
340003042.png,437,591,1
350029082.png,203,278,1
310010263.png,331,449,0
320020031.png,454,623,1
320002721.png,373,515,0
370218061.png,457,710,1
360017161.png,248,329,0
370218052.png,458,710,1
350010062.png,207,268,1
370501132.png,661,866,1
360009462.png,268,363,0
370406081.png,103,138,1
310003451.png,403,539,0
370911071.png,304,391,1
320004281.png,478,621,1
340027062.png,591,709,0
320011032.png,236,330,1
370410012.png,455,605,0
370407091.png,70,88,1
370506121.png,390,521,0
370731041.png,357,456,0
360012501.png,534,735,1
370903011.png,418,475,1
330001671.png,261,319,0
340005182.png,544,752,0
370906152.png,226,308,1
340008412.png,482,634,1
370721032.png,177,223,1
370810122.png,500,700,1
370808171.png,511,665,0
370105051.png,417,552,1
370301081.png,448,642,1
380201081.png,374,490,1
370501122.png,661,787,0
340008261.png,482,634,1
371009033.png,604,743,1
371301491.png,412,496,1
371301131.png,448,538,1
310012092.png,409,562,0
310006144.png,404,550,0
370301032.png,459,657,1
371016024.png,617,770,0
330010061.png,402,577,1
320002611.png,371,508,1
371302192.png,455,547,0
320013091.png,354,496,1
340027211.png,591,709,1
371001012.png,356,392,1
310010041.png,331,449,0
350034011.png,540,679,1
370603052.png,546,668,0
310010351.png,331,449,1
340008071.png,482,634,1
330003261.png,435,540,0
370404231.png,70,92,0
350013011.png,234,314,1
371402111.png,326,443,1
370313093.png,441,551,0
360015131.png,277,332,1
370516102.png,252,346,0
360012711.png,433,539,1
320010042.png,234,304,1
370310271.png,390,543,1
360005142.png,800,1004,0
350012141.png,516,713,0
320025121.png,100,123,0
370602051.png,276,335,1
340008281.png,482,634,1
330010391.png,363,527,1
370701232.png,409,472,1
320002881.png,317,438,1
320012052.png,419,424,0
320014091.png,236,330,1
340023042.png,449,570,0
330001483.png,260,307,0
370901041.png,385,474,1
371001191.png,357,391,1
370412014.png,411,546,0
320002852.png,299,414,0
360030071.png,414,551,1
350032311.png,203,277,1
310003052.png,374,498,0
360019201.png,795,990,0
371202051.png,427,486,0
380102043.png,390,556,0
320013022.png,354,496,1
330001252.png,261,318,1
320003064.png,426,593,1
370603111.png,547,665,0
350019071.png,207,268,1
370324041.png,441,551,1
370607152.png,247,298,1
370512141.png,309,414,0
340019081.png,349,570,1
360003122.png,80,104,0
350035211.png,536,678,1
320015202.png,236,300,1
340011012.png,573,756,1
370614121.png,241,301,1
370603201.png,525,639,1
370801122.png,409,490,1
370317081.png,441,551,1
370201172.png,418,552,0
3200011251.png,84,124,1
310003122.png,353,471,1
370707061.png,371,419,0
350033231.png,203,278,0
370516042.png,252,346,0
360014172.png,508,690,1
360033072.png,160,209,0
370301211.png,481,691,1
360005761.png,508,679,1
370303122.png,441,551,1
370501233.png,661,787,1
370903042.png,414,451,1
340011051.png,616,752,1
371401114.png,341,439,1
370705092.png,385,457,0
371205132.png,406,463,0
371012021.png,350,350,1
350034112.png,544,725,1
370717052.png,272,350,0
340003033.png,460,591,0
370613052.png,258,308,0
350015151.png,537,691,0
370913012.png,344,418,1
350035442.png,521,659,1
310011273.png,339,457,1
320021101.png,236,308,1
330011142.png,484,601,0
370411071.png,196,280,0
370303311.png,441,551,1
370507181.png,579,768,1
371014021.png,380,480,1
370912053.png,108,138,1
320009172.png,317,475,0
370412032.png,379,519,1
320015021.png,238,301,1
320003161.png,427,593,1
370322021.png,441,551,0
360014201.png,686,973,0
370323051.png,346,494,1
371402321.png,315,440,0
370913052.png,336,428,1
370413034.png,413,551,0
320007282.png,237,320,1
370516121.png,252,346,0
320011081.png,236,330,1
360012201.png,548,755,1
370516063.png,252,346,0
310009133.png,354,472,0
320004471.png,486,674,0
370503202.png,281,377,0
320001891.png,92,119,0
330011233.png,492,616,0
370308091.png,441,551,1
320009111.png,340,514,0
350027171.png,203,278,1
371302193.png,402,483,0
310004082.png,315,472,0
310008132.png,331,449,1
370314201.png,275,314,1
310010151.png,331,449,0
330004062.png,457,568,0
310002061.png,441,551,1
350017102.png,273,357,1
370801102.png,408,515,0
370901052.png,367,488,0
371010032.png,360,424,0
340019092.png,315,518,1
350020042.png,207,268,0
330008261.png,455,564,1
350019031.png,207,268,0
370516021.png,252,346,1
310006031.png,384,534,0
360024111.png,505,606,0
350031321.png,404,525,0
320002791.png,379,518,1
360026122.png,463,555,0
370412022.png,379,497,0
360012692.png,400,512,0
370608082.png,272,324,1
320012132.png,360,364,0
330003251.png,427,531,1
370607111.png,246,297,1
340004031.png,395,498,1
370908012.png,283,324,1
370310361.png,390,543,1
310011132.png,339,448,0
310005032.png,387,516,1
370301572.png,477,686,0
370309151.png,441,551,1
370517021.png,510,673,1
350032181.png,203,278,1
320004031.png,479,631,1
310003392.png,443,580,0
370806053.png,774,850,0
360009541.png,268,363,1
350010041.png,207,268,0
320020012.png,448,602,0
370713231.png,378,476,1
371001302.png,356,391,1
320003331.png,427,593,1
340004052.png,383,483,0
370610172.png,253,299,1
320014373.png,236,330,1
370913061.png,339,441,1
320006223.png,349,495,1
310007091.png,342,456,1
350012011.png,534,724,0
370505042.png,302,390,0
360010101.png,445,569,1
340010082.png,364,468,1
371401282.png,342,451,0
340015031.png,553,798,0
320021041.png,236,326,1
350016131.png,277,363,1
320002752.png,349,477,1
371301092.png,374,449,1
370315141.png,441,551,1
370801061.png,392,560,1
360009102.png,268,363,1
360029082.png,435,593,1
320004212.png,478,641,0
360009561.png,268,363,1
370504211.png,380,521,1
370301151.png,473,679,1
340027311.png,472,591,0
371015021.png,355,409,1
350034331.png,544,630,0
370413161.png,413,551,0
370306151.png,441,551,1
320005562.png,508,687,1
360008032.png,268,363,0
350013101.png,245,347,1
370405062.png,307,393,1
370730051.png,290,389,0
350035491.png,528,688,1
360009451.png,268,363,1
360005782.png,531,717,1
371001022.png,356,392,0
320010081.png,234,302,1
370903012.png,414,460,0
360021091.png,343,388,1
360004302.png,508,673,0
370511081.png,331,442,0
320001212.png,97,118,0
370103061.png,283,377,1
320002772.png,359,496,1
320005312.png,318,430,1
340026173.png,210,286,0
350007121.png,203,277,1
330001752.png,261,312,1
370728012.png,381,430,0
370807032.png,793,951,0
370705242.png,377,450,0
370302081.png,441,551,1
370717101.png,269,348,1
370605281.png,438,522,0
310004243.png,423,568,0
360030081.png,418,555,1
320001833.png,90,114,0
320001632.png,95,115,1
350037012.png,203,277,0
320001621.png,98,120,1
370615071.png,233,306,1
340010231.png,291,400,1
370504222.png,338,469,0
320005652.png,315,370,0
370505101.png,280,376,1
371301332.png,435,522,0
370311051.png,441,551,1
320011122.png,236,330,0
370608111.png,268,321,1
370401091.png,413,551,1
340003041.png,456,591,0
360011151.png,268,363,1
380203052.png,324,425,0
370603121.png,547,668,1
310011082.png,397,535,0
370504043.png,360,521,0
370403181.png,489,716,1
370503121.png,252,315,0
370105192.png,439,582,0
370401171.png,413,551,0
371201241.png,260,302,1
340028191.png,415,527,1
310007162.png,375,494,1
350020061.png,207,268,1
350008041.png,133,197,0
370607061.png,246,299,1
370301611.png,451,647,0
320001291.png,90,121,1
320005611.png,322,375,1
370306201.png,441,551,0
360006203.png,270,365,0
320024051.png,407,474,1
370805181.png,689,958,1
370305071.png,441,551,1
320005452.png,322,375,1
350037251.png,203,278,1
360031061.png,548,741,0
370702041.png,365,459,1
360009412.png,268,363,0
310003081.png,364,484,1
360009492.png,268,363,1
370609111.png,244,295,1
370904062.png,392,415,1
360027011.png,435,593,1
350006031.png,244,333,1
370612201.png,511,624,1
320020022.png,443,613,0
320004321.png,485,649,1
370310231.png,390,543,1
370701741.png,363,419,1
370713011.png,352,443,1
330009251.png,476,591,0
3200021041.png,333,456,1
310006032.png,415,552,1
350028121.png,203,278,0
330002741.png,398,564,0
340029052.png,261,301,0
340020042.png,325,533,1
360029131.png,435,593,0
370201162.png,413,526,1
340021052.png,259,346,0
360005861.png,508,685,0
350035401.png,558,692,0
320014274.png,236,330,0
380105042.png,390,555,1
360030101.png,418,560,1
330009112.png,393,489,0
360013223.png,470,612,0
360002141.png,399,533,1
370408012.png,390,423,1
370809092.png,744,774,1
320003681.png,426,593,1
310005214.png,343,456,1
340019072.png,330,540,0
360008323.png,268,363,0
371207181.png,449,523,0
370604122.png,250,325,0
360034021.png,409,496,0
310005091.png,404,538,1
350005124.png,491,558,0
330004201.png,415,515,0
350018121.png,203,278,1
370708071.png,355,400,0
360011072.png,268,363,0
350037192.png,203,277,1
310002032.png,441,549,0
320009101.png,319,480,1
330011181.png,499,620,1
310003383.png,375,500,0
350003081.png,735,979,0
320004624.png,479,620,1
371402362.png,331,455,1
360011352.png,268,363,1
320003692.png,426,593,1
340023102.png,462,576,0
370713232.png,364,458,0
360018053.png,496,647,1
370701401.png,377,435,1
320016161.png,236,316,1
371402051.png,333,479,1
360011183.png,268,363,0
370729051.png,387,484,0
370722061.png,299,390,0
350031021.png,404,521,0
320008152.png,390,588,1
371001073.png,357,391,0
360012652.png,413,525,1
370303252.png,441,551,0
370609031.png,256,310,0
370323021.png,346,494,1
360009382.png,268,363,1
360005101.png,515,662,0
370801311.png,408,526,1
340024051.png,591,709,1
330010211.png,370,529,0
370326072.png,91,114,1
330001242.png,261,319,1
370316121.png,441,551,1
370607011.png,246,299,1
310008341.png,331,449,1
350018101.png,203,278,0
370308173.png,441,551,1
370512111.png,304,424,0
350033381.png,203,278,0
370612232.png,520,645,1
370716111.png,252,286,0
340027032.png,413,531,0
360011281.png,268,363,0
350037292.png,203,278,0
360013052.png,485,621,0
310008051.png,331,449,1
380104031.png,390,558,0
370901412.png,400,517,1
330010331.png,366,521,1
360012431.png,500,688,1
320025051.png,97,120,1
370901291.png,399,502,1
340014062.png,636,890,0
370705151.png,394,469,1
370412072.png,409,540,1
371207141.png,426,487,0
370911012.png,357,449,1
360005452.png,764,1016,1
370412021.png,369,497,1
330008201.png,490,608,1
370513053.png,252,346,0
310011322.png,379,510,0
320015172.png,236,300,0
310011411.png,339,458,1
370701452.png,365,423,0
350018081.png,203,278,1
360025091.png,268,363,0
340008183.png,482,634,0
360012162.png,389,483,1
370905142.png,271,327,0
310012041.png,400,550,1
320004601.png,482,633,1
350002043.png,207,268,1
360005431.png,755,977,1
350033152.png,203,277,0
370901081.png,401,487,0
350036141.png,510,684,1
320005072.png,315,370,1
320027122.png,236,289,0
370303091.png,441,551,1
370502212.png,316,395,0
310007042.png,418,570,0
370511031.png,342,457,0
310008411.png,331,449,1
310007252.png,395,527,0
370105121.png,440,583,1
370409011.png,162,243,1
350015231.png,519,689,1
370904073.png,422,389,0
370301212.png,448,642,0
350032302.png,203,277,1
360005124.png,508,685,0
360020152.png,508,684,1
320007022.png,237,319,0
370303132.png,441,551,0
370317012.png,441,551,0
3200011141.png,79,116,1
350036114.png,559,694,0
370701511.png,400,463,0
310001131.png,439,577,0
320001753.png,90,120,0
370511082.png,314,442,1
370603061.png,553,676,0
370803121.png,465,564,1
370201222.png,399,551,0
310010211.png,331,449,1
320029041.png,271,369,1
370703052.png,330,372,0
320029031.png,271,395,1
340008011.png,482,634,0
370707072.png,383,432,1
350005132.png,444,500,0
360008102.png,268,363,0
360005071.png,743,946,0
360014211.png,379,520,0
370412013.png,371,509,1
370804043.png,689,811,0
370413122.png,413,551,1
370103143.png,283,377,0
371303011.png,513,618,0
370510021.png,461,650,1
320003531.png,427,591,1
370505032.png,322,413,1
370504151.png,509,719,0
370502072.png,316,395,1
340008381.png,482,634,1
371301531.png,449,539,0
360032071.png,760,922,0
370201212.png,397,561,0
330008451.png,470,583,1
370706081.png,391,490,1
371010012.png,360,460,1
370703181.png,398,451,0
371203071.png,375,427,1
370912061.png,111,141,0
