name,result
370806031.png,1
370708072.png,1
371301252.png,0
370502071.png,0
310003172.png,0
370320132.png,0
340025012.png,0
370708032.png,0
320017172.png,1
350022071.png,0
371202023.png,0
320006172.png,0
360031172.png,0
370905091.png,0
350033192.png,0
370404281.png,0
370325071.png,0
370301043.png,0
370109032.png,0
371204142.png,1
320003121.png,0
310002174.png,0
360005632.png,0
370409062.png,1
370519191.png,1
370726012.png,0
370101171.png,1
310008351.png,0
370803162.png,0
370402071.png,0
370602112.png,1
370702191.png,1
350009123.png,1
370320152.png,1
360033031.png,0
310002402.png,1
350026012.png,0
370319122.png,1
320028101.png,0
320013454.png,0
340027242.png,1
370517031.png,1
371102222.png,1
320014181.png,1
370803151.png,1
320013302.png,1
320003662.png,1
320006481.png,0
371204042.png,1
371001032.png,0
310003302.png,0
340010011.png,1
360005631.png,1
360025082.png,0
340004012.png,1
340016121.png,1
310011133.png,0
340015132.png,0
370801381.png,0
370907062.png,0
370804102.png,0
370704161.png,1
371202132.png,1
371401243.png,0
310012372.png,1
370721092.png,0
370101191.png,1
370903123.png,0
320005501.png,0
371105061.png,1
370723111.png,1
320010131.png,0
370718082.png,0
360033061.png,0
360011132.png,1
370807021.png,1
320003792.png,1
370412131.png,1
330010231.png,0
330012172.png,0
320013161.png,0
371106021.png,1
370515091.png,1
370713052.png,1
371205181.png,1
370707013.png,0
370706092.png,0
350024032.png,1
340006242.png,0
370110012.png,0
370615041.png,0
350003082.png,1
350025061.png,1
370910102.png,1
310012271.png,0
340014141.png,0
360020112.png,1
371301301.png,1
370905161.png,0
330003091.png,1
370322131.png,0
340004151.png,0
370308172.png,0
370711071.png,0
370705013.png,0
320008021.png,0
320006042.png,0
371104041.png,1
330008481.png,0
370101192.png,0
370810062.png,0
380103042.png,1
320004582.png,1
350009072.png,1
371012013.png,0
330002363.png,1
350022041.png,0
350005031.png,0
370904041.png,1
340012152.png,1
360011351.png,0
370311152.png,0
340023071.png,1
370503081.png,0
370613031.png,1
371301101.png,1
340008241.png,0
370326131.png,1
371302412.png,1
370810181.png,0
340008213.png,1
340008343.png,0
370721021.png,1
370726081.png,0
370809081.png,1
350027181.png,1
370520181.png,1
370413022.png,0
370713062.png,0
370610072.png,0
370410011.png,1
371401041.png,0
320023043.png,0
360018031.png,0
370501144.png,0
350033342.png,1
370320172.png,0
370314092.png,0
370705062.png,0
370310211.png,0
370401202.png,1
350007021.png,1
310008302.png,1
360003073.png,0
320007111.png,1
310006172.png,1
371206081.png,1
371402202.png,0
370310263.png,1
371302233.png,1
320028061.png,0
370614031.png,1
370510053.png,0
370404132.png,0
370409091.png,0
360003012.png,1
370605051.png,1
370718042.png,0
350031271.png,0
340026051.png,1
310006063.png,0
360011222.png,0
350037272.png,0
370320272.png,0
320002292.png,1
370912042.png,0
370618083.png,0
320009171.png,1
370906042.png,0
370905051.png,1
360024041.png,1
370501371.png,0
370301031.png,0
310006064.png,0
370803261.png,0
370809142.png,1
360014253.png,0
350009113.png,1
370503122.png,0
370910132.png,1
370610071.png,1
360013091.png,1
370803122.png,0
350008052.png,1
360015052.png,0
370506012.png,1
371101331.png,0
370324061.png,0
350019162.png,0
370905172.png,0
370701231.png,0
320011341.png,1
310001092.png,0
320001322.png,0
340011031.png,1
350035252.png,0
350001151.png,1
370701541.png,0
371001311.png,0
371001192.png,0
310007141.png,0
320003622.png,0
360009242.png,0
371206173.png,1
370305102.png,1
370302252.png,1
330002412.png,1
360009461.png,1
370101172.png,0
370302291.png,1
370308092.png,0
370901202.png,0
310004302.png,0
370408013.png,0
310012219.png,0
370730021.png,0
320012291.png,0
370201131.png,1
370402331.png,1
3200011101.png,0
370519052.png,0
320007301.png,0
370612191.png,0
370610101.png,0
340028222.png,0
310004241.png,1
371204231.png,0
370323131.png,1
370505062.png,1
371203022.png,0
370401273.png,0
370701512.png,1
320017093.png,0
320010192.png,1
360005322.png,0
370615032.png,0
340004072.png,0
330012051.png,0
340010251.png,1
340029062.png,1
330012104.png,0
370608052.png,0
370901201.png,1
310004131.png,1
320010113.png,0
330002563.png,0
370901021.png,0
320001132.png,0
370811091.png,0
370615091.png,1
340005051.png,1
370615043.png,1
370503042.png,0
340019051.png,1
330004302.png,0
380103051.png,1
350007073.png,0
370605272.png,0
320002011.png,1
370402151.png,1
340024073.png,1
340027191.png,1
310006221.png,1
370703071.png,1
360032012.png,0
371009061.png,0
370302132.png,0
370302181.png,1
371204101.png,0
370413132.png,0
340024172.png,1
360012742.png,0
371205211.png,0
370726092.png,1
340005271.png,0
370501381.png,1
371401151.png,1
370301413.png,0
371102032.png,0
340010072.png,1
350037041.png,0
310001202.png,1
370601141.png,0
360017032.png,0
360037011.png,0
360023082.png,0
370709091.png,0
310003223.png,0
370511061.png,1
370413011.png,0
370301161.png,0
370408071.png,1
340004011.png,0
370310391.png,1
370606082.png,0
370906123.png,1
360012012.png,1
371204091.png,1
350034193.png,0
370501102.png,0
330011212.png,0
340016141.png,1
330009071.png,0
370512102.png,0
370602091.png,0
330001762.png,0
350001222.png,1
340008331.png,0
370810142.png,1
370301551.png,1
370313032.png,0
320010271.png,1
310003041.png,1
340020053.png,1
370811061.png,1
350015091.png,0
320010342.png,1
371001232.png,0
370911042.png,0
370913032.png,0
370606131.png,1
320011072.png,1
3200011002.png,1
370303111.png,0
370404063.png,0
310012214.png,0
320022061.png,0
370320012.png,0
371001133.png,0
360008101.png,1
371012052.png,0
330010071.png,1
310012081.png,0
340019022.png,0
330010152.png,1
340029012.png,1
310010162.png,1
370607052.png,0
350010012.png,1
370909111.png,1
330008361.png,1
370301733.png,0
330002151.png,1
350006012.png,0
370320262.png,1
360033052.png,0
370308031.png,1
350005122.png,0
320003911.png,1
330010163.png,1
350028111.png,1
360012691.png,1
320010041.png,0
370310201.png,0
370503031.png,0
370507142.png,1
370719062.png,1
370733061.png,0
320007423.png,0
340009162.png,0
320006451.png,0
330002222.png,1
370605172.png,0
320026102.png,1
370109083.png,0
371001402.png,1
370713091.png,1
370312213.png,1
330004174.png,0
370324151.png,1
320027051.png,1
360016011.png,0
360005603.png,0
370714132.png,1
371101191.png,1
370513022.png,0
370316092.png,1
320004111.png,1
370110101.png,1
350031391.png,0
370609222.png,1
360005822.png,1
360001032.png,0
350031342.png,0
370406121.png,1
330002281.png,1
370905182.png,1
320012101.png,0
340011201.png,1
310007351.png,1
371104021.png,1
370310162.png,1
310005162.png,0
370308143.png,1
340028081.png,1
370715061.png,0
360003351.png,0
370726021.png,1
371402232.png,0
370218041.png,0
350035461.png,1
370913044.png,0
370201171.png,1
310011112.png,0
370510102.png,1
370702121.png,0
370604082.png,1
370708091.png,1
350027122.png,0
360003101.png,1
350010111.png,1
320002512.png,0
370403052.png,0
320013061.png,1
370502021.png,0
370305061.png,1
360019021.png,0
371004122.png,1
371206153.png,0
350002073.png,1
310005172.png,1
310004142.png,0
350028061.png,1
370317112.png,1
370719021.png,0
310007142.png,1
360003071.png,0
320014032.png,1
350035371.png,0
370315081.png,0
370413112.png,0
320001861.png,1
320004491.png,0
370602232.png,0
370306141.png,0
370802051.png,1
340017161.png,0
371302091.png,1
320006612.png,0
320024101.png,0
371005031.png,0
320005163.png,0
350007042.png,1
350026051.png,1
370805131.png,0
310004283.png,1
370608053.png,0
310004021.png,0
330001531.png,1
370701202.png,0
360028031.png,1
310001233.png,0
370307122.png,1
360028023.png,0
370316162.png,1
370801151.png,1
320005593.png,0
370618112.png,0
350015192.png,1
370614181.png,0
340023132.png,1
320003853.png,0
370201252.png,0
360007061.png,1
370317243.png,0
320016131.png,0
360012232.png,0
310002163.png,1
320008181.png,0
360012161.png,0
370705121.png,1
370701473.png,0
370722042.png,1
370704071.png,0
370809042.png,1
370303112.png,1
370703171.png,0
360017031.png,1
370717032.png,0
320010402.png,0
320014021.png,0
370315093.png,0
370312031.png,1
370323032.png,0
371402062.png,1
370317121.png,0
310010203.png,0
340010044.png,0
360006241.png,1
330003162.png,0
340028111.png,1
370909064.png,1
370402182.png,1
360004322.png,1
350005092.png,0
360008031.png,1
370401274.png,1
320014322.png,1
310001272.png,0
370803133.png,0
370704062.png,1
370321112.png,1
370902092.png,0
370608242.png,0
370805162.png,1
310002054.png,1
320002761.png,1
330004111.png,0
370712111.png,1
370614062.png,1
350001162.png,0
360002153.png,1
310006182.png,1
320004622.png,0
370111012.png,0
370614162.png,0
350002172.png,1
350005041.png,0
371402113.png,0
370905022.png,0
370101123.png,1
370105151.png,1
370612152.png,1
370105011.png,0
340001011.png,0
370313062.png,0
310006141.png,0
370513071.png,0
370301281.png,0
371101082.png,0
370618121.png,1
350014091.png,1
370701672.png,1
320003252.png,0
320013052.png,1
370405011.png,1
320001162.png,0
370308103.png,0
330008352.png,1
350009012.png,0
340006141.png,0
370603051.png,1
371206142.png,0
370404221.png,1
360008642.png,1
370311251.png,0
370307121.png,0
330003273.png,0
370801032.png,0
3200021141.png,1
370201192.png,1
320001972.png,0
370901251.png,1
340016142.png,0
340011221.png,0
320003651.png,1
370402122.png,1
370103111.png,0
340015062.png,0
340004153.png,0
340023043.png,0
360005521.png,0
360008471.png,1
371016032.png,1
310010381.png,0
330008472.png,1
371101261.png,0
370303052.png,0
370326021.png,0
330002591.png,0
360014242.png,1
370404282.png,1
370404111.png,1
371207202.png,1
371205142.png,1
370710042.png,1
370314122.png,1
350036111.png,0
370321053.png,0
370803243.png,0
370515021.png,1
370313031.png,1
370301322.png,1
370504141.png,1
371005022.png,1
370315174.png,0
350033222.png,0
310004101.png,1
310002211.png,0
370504032.png,1
370313082.png,1
360005361.png,0
370903101.png,0
320001471.png,0
370705162.png,1
370505132.png,1
360018063.png,1
370403231.png,0
350032081.png,0
360031171.png,0
370310222.png,0
350035502.png,1
370711082.png,1
320011502.png,0
370516151.png,1
370701701.png,0
350007162.png,0
370614041.png,1
350036012.png,0
310004352.png,1
340008041.png,0
340006241.png,1
320006541.png,1
340026181.png,0
320003062.png,0
320003751.png,0
370520062.png,1
370703022.png,1
371402311.png,0
310009181.png,1
360026091.png,0
370110102.png,0
371402061.png,0
370902052.png,0
371402372.png,1
350035501.png,0
360020013.png,0
340006121.png,1
370310082.png,0
340008012.png,1
370606132.png,0
370608212.png,0
350027091.png,1
360023051.png,0
370323232.png,0
370701382.png,0
350031011.png,0
370315011.png,1
360009243.png,0
310002091.png,1
320006642.png,1
330012112.png,0
340009101.png,0
340011072.png,1
320014082.png,1
340005232.png,1
370301591.png,0
371014041.png,1
310003112.png,0
370517125.png,0
360035142.png,0
320005411.png,1
370615042.png,0
330003063.png,0
370609091.png,1
320016103.png,0
310006022.png,1
320014011.png,1
370618122.png,0
371204281.png,0
370507171.png,1
370105131.png,0
310010322.png,1
370410061.png,0
370601112.png,1
370807141.png,1
370801382.png,1
360013114.png,0
370317241.png,1
320026061.png,1
370509042.png,1
370704031.png,1
370729042.png,1
320009162.png,1
371003041.png,0
370103052.png,1
370805151.png,0
370902091.png,1
350030051.png,0
350020011.png,0
330010261.png,0
371302341.png,0
370901211.png,0
370701532.png,1
350013043.png,0
360020142.png,0
371203122.png,0
360007112.png,1
320013021.png,0
371207201.png,0
310001232.png,1
320025072.png,0
370717011.png,0
310004272.png,0
340006131.png,1
340028123.png,0
340004054.png,0
370507051.png,0
320017041.png,1
320015173.png,1
370704173.png,1
320003502.png,0
340024092.png,1
310009151.png,0
340006341.png,0
370610041.png,1
370507052.png,0
340027342.png,0
360005392.png,0
320010082.png,0
320002281.png,1
371101271.png,0
380201012.png,0
320002161.png,1
370406171.png,1
320001441.png,0
360011022.png,0
310012217.png,0
360008291.png,0
350029081.png,0
370315072.png,1
360009351.png,0
370105041.png,0
340010183.png,1
370728022.png,0
370401251.png,1
320006232.png,0
360009232.png,0
370709042.png,0
370608131.png,0
340011191.png,0
340009061.png,0
310001091.png,1
340012192.png,1
330001484.png,0
360002131.png,0
370703201.png,0
350033212.png,0
370505171.png,0
370301382.png,1
370606081.png,1
370703232.png,0
370309022.png,0
320011071.png,0
370301062.png,1
360032092.png,1
370502191.png,1
370513121.png,0
380102041.png,0
320009141.png,1
330010123.png,0
360005261.png,1
360005692.png,0
310010321.png,0
350037271.png,1
340025132.png,1
370402031.png,0
371303162.png,0
370412113.png,0
310012242.png,0
330012091.png,0
370909042.png,1
370712061.png,0
370808112.png,0
370509032.png,0
360020111.png,0
330003053.png,0
340004251.png,1
371303131.png,1
330004232.png,0
360019062.png,1
360005522.png,0
350021031.png,1
350003202.png,0
320005482.png,1
370907121.png,1
370310063.png,0
370315094.png,1
371303161.png,1
360026131.png,1
370909013.png,1
320014022.png,1
320007232.png,0
370410092.png,1
320001892.png,1
360011062.png,0
370520031.png,0
370615131.png,0
330010271.png,0
350031281.png,1
370410051.png,0
350004031.png,0
371011011.png,0
360009381.png,0
340020091.png,1
350013022.png,0
370705191.png,1
371401062.png,1
370902031.png,1
370703191.png,0
350008092.png,0
360005092.png,0
320002072.png,1
360013042.png,0
370606012.png,0
360006151.png,1
360008553.png,1
370607142.png,0
370701451.png,1
340028101.png,1
370311211.png,0
310008312.png,0
370301282.png,1
371302431.png,1
360031091.png,0
370809082.png,0
310003353.png,0
360004221.png,0
310006222.png,0
371206101.png,0
350030012.png,1
310003133.png,0
350011052.png,0
310008332.png,0
371010053.png,0
370701481.png,1
310003401.png,1
370614142.png,0
320008112.png,1
340019021.png,1
370604012.png,0
320013352.png,0
330011012.png,0
360038031.png,0
370609092.png,0
320002521.png,1
370103042.png,1
370702102.png,0
330004081.png,1
330001301.png,0
360030092.png,1
310005302.png,1
330004311.png,0
370812071.png,0
340010062.png,0
370313071.png,1
370302101.png,0
360012472.png,1
360008302.png,0
310012071.png,0
310012053.png,0
360008382.png,0
350015152.png,1
340017151.png,0
360031011.png,0
310011111.png,0
330010432.png,1
340003042.png,1
350029082.png,1
310010263.png,0
320002721.png,0
370218061.png,1
360017161.png,0
370218052.png,1
350010062.png,1
370501132.png,1
360009462.png,0
310003451.png,0
370911071.png,1
370520072.png,0
340027062.png,0
320011032.png,1
370410012.png,0
370407091.png,1
370506121.png,0
370731041.png,0
370903011.png,1
330001671.png,0
340005182.png,0
370906152.png,1
340008412.png,1
370721032.png,1
370810122.png,1
370808171.png,0
350021141.png,1
370105051.png,1
370301081.png,1
380201081.png,1
370501122.png,0
371009033.png,1
371301131.png,1
310012092.png,0
310006144.png,0
370301032.png,1
371016024.png,0
320002611.png,1
371302192.png,0
371001012.png,1
310010041.png,0
370603052.png,0
340008071.png,1
330003261.png,0
370404231.png,0
350013011.png,1
371402111.png,1
370313093.png,0
370516102.png,0
360012711.png,1
320010042.png,1
370310271.png,1
360005142.png,0
350012141.png,0
320025121.png,0
370701232.png,1
320002881.png,1
370811012.png,0
320012052.png,0
320014091.png,1
340023042.png,0
330001483.png,0
371001191.png,1
370412014.png,0
320002852.png,0
360030071.png,1
310003052.png,0
360019201.png,0
371202051.png,0
370519211.png,0
380102043.png,0
320013022.png,1
330001252.png,1
320003064.png,1
370603111.png,0
370607152.png,1
370512141.png,0
360003122.png,0
320015202.png,1
340011012.png,1
370614121.png,1
370801122.png,1
370317081.png,1
370201172.png,0
310003122.png,1
370707061.png,0
350033231.png,0
370516042.png,0
360014172.png,1
360033072.png,0
370301211.png,1
370303122.png,1
370501233.png,1
370903042.png,1
340011051.png,1
371401114.png,1
370705092.png,0
371205132.png,0
371012021.png,1
350034112.png,1
370717052.png,0
360005193.png,0
340003033.png,0
370613052.png,0
350015151.png,0
370913012.png,1
350035442.png,1
310011273.png,1
330011142.png,0
370411071.png,0
370507181.png,1
371014021.png,1
370912053.png,1
320009172.png,0
371101263.png,0
370412032.png,1
320003161.png,1
370322021.png,0
360014201.png,0
371402321.png,0
370913052.png,1
370413034.png,0
320007282.png,1
370516121.png,0
320011081.png,1
371101142.png,0
370516063.png,0
310009133.png,0
320004471.png,0
370503202.png,0
320001891.png,0
330011233.png,0
370308091.png,1
320009111.png,0
350027171.png,1
371302193.png,0
310004082.png,0
310008132.png,1
310010151.png,0
330004062.png,0
350017102.png,1
370801102.png,0
370901052.png,0
371010032.png,0
340019092.png,1
350020042.png,0
350019031.png,0
310006031.png,0
360024111.png,0
350031321.png,0
360026122.png,0
370412022.png,0
360012692.png,0
370608082.png,1
320012132.png,0
370704121.png,0
370908012.png,1
310011132.png,0
310005032.png,1
370301572.png,0
370517021.png,1
350032181.png,1
371103023.png,1
310003392.png,0
370806053.png,0
360009541.png,1
350010041.png,0
320020012.png,0
370713231.png,1
371001302.png,1
320003331.png,1
340004052.png,0
370610172.png,1
320014373.png,1
370913061.png,1
320006223.png,1
310007091.png,1
350012011.png,0
370505042.png,0
360010101.png,1
340010082.png,1
360031064.png,0
371401282.png,0
340015031.png,0
350016131.png,1
320002752.png,1
371301092.png,1
360009102.png,1
360029082.png,1
320004212.png,0
370504211.png,1
340027311.png,0
350034331.png,0
370413161.png,0
320005562.png,1
360008032.png,0
370405062.png,1
370730051.png,0
360005782.png,1
371001022.png,0
320010081.png,1
370903012.png,0
360004302.png,0
370511081.png,0
320001212.png,0
320002772.png,1
320005312.png,1
340026173.png,0
330001752.png,1
370728012.png,0
370807032.png,0
370705242.png,0
370302081.png,1
370605281.png,0
310004243.png,0
360030081.png,1
320001833.png,0
340017092.png,1
320001632.png,1
350037012.png,0
340010231.png,1
370504222.png,0
320005652.png,0
370505101.png,1
371301332.png,0
320011122.png,0
370608111.png,1
340003041.png,0
380203052.png,0
370603121.png,1
310011082.png,0
370504043.png,0
370503121.png,0
370105192.png,0
370401171.png,0
310007162.png,1
350008041.png,0
370301611.png,0
320001291.png,1
320005611.png,1
370306201.png,0
360006203.png,0
340016102.png,0
370805181.png,1
320005452.png,1
350037251.png,1
360031061.png,0
360009412.png,0
371106042.png,0
360009492.png,1
350003232.png,0
370904062.png,1
370612201.png,1
320020022.png,0
370713011.png,1
330009251.png,0
3200021041.png,1
310006032.png,1
350028121.png,0
330002741.png,0
340029052.png,0
340020042.png,1
360029131.png,0
370201162.png,1
340021052.png,0
360005861.png,0
350035401.png,0
320014274.png,0
380105042.png,1
360030101.png,1
330009112.png,0
360013223.png,0
370408012.png,1
370809092.png,1
320003681.png,1
310005214.png,1
340019072.png,0
360008323.png,0
350003051.png,1
371207181.png,0
370604122.png,0
371101081.png,1
360034021.png,0
350005124.png,0
330004201.png,0
350018121.png,1
370708071.png,0
360011072.png,0
350037192.png,1
310002032.png,0
320009101.png,1
330011181.png,1
310003383.png,0
350003081.png,0
320004624.png,1
371402362.png,1
360011352.png,1
320003692.png,1
340023102.png,0
370713232.png,0
370519031.png,1
360018053.png,1
370701401.png,1
371402051.png,1
360011183.png,0
370729051.png,0
370722061.png,0
350031021.png,0
320008152.png,1
371001073.png,0
360012652.png,1
370303252.png,0
370609031.png,0
360009382.png,1
350003161.png,0
360005101.png,0
370801311.png,1
340024051.png,1
330010211.png,0
370326072.png,1
330001242.png,1
370316121.png,1
310008341.png,1
350018101.png,0
370308173.png,1
370512111.png,0
350033381.png,0
370612232.png,1
370716111.png,0
340027032.png,0
360011281.png,0
350037292.png,0
360013052.png,0
310008051.png,1
380104031.png,0
370901412.png,1
340014062.png,0
370412072.png,1
371207141.png,0
370911012.png,1
360005452.png,1
370412021.png,1
371101212.png,1
370513053.png,0
310011322.png,0
320015172.png,0
310011411.png,1
370701452.png,0
350018081.png,1
360025091.png,0
340008183.png,0
360012162.png,1
370905142.png,0
350002043.png,1
350033152.png,0
370901081.png,0
320005072.png,1
320027122.png,0
370502212.png,0
310007042.png,0
370511031.png,0
310007252.png,0
370904073.png,0
370301212.png,0
350032302.png,1
360005124.png,0
360020152.png,1
320007022.png,0
370303132.png,0
370317012.png,0
350036114.png,0
370701511.png,0
310001131.png,0
320001753.png,0
370511082.png,1
370603061.png,0
370803121.png,1
370201222.png,0
370703052.png,0
320029031.png,1
340008011.png,0
370707072.png,1
350005132.png,0
360008102.png,0
360005071.png,0
360005842.png,0
360014211.png,0
370412013.png,1
370804043.png,0
370413122.png,1
370103143.png,0
371303011.png,0
370505032.png,1
370504151.png,0
370502072.png,1
340008381.png,1
371301531.png,0
360019083.png,1
360032071.png,0
370201212.png,0
330008451.png,1
370706081.png,1
371010012.png,1
370703181.png,0
370912061.png,0
350003131.png,0
370319092.png,1
380103072.png,0
310007322.png,1
310011492.png,0
360007051.png,0
370513072.png,1
330001681.png,0
310011313.png,0
320004063.png,0
320003172.png,0
371001031.png,1
370701242.png,0
350018172.png,1
370301222.png,1
370701102.png,0
360007011.png,1
370511062.png,0
340028271.png,0
370503281.png,1
370604021.png,0
370402261.png,0
370713181.png,1
360032051.png,1
310002051.png,0
370322132.png,1
340006252.png,0
370809112.png,1
320009272.png,1
370325133.png,1
310003384.png,1
380201051.png,1
360003011.png,0
370501171.png,1
320005752.png,0
371106031.png,0
360007012.png,0
370103171.png,0
310003521.png,1
370702132.png,1
360018013.png,1
370516033.png,0
350032212.png,1
360011071.png,1
320009071.png,0
370613192.png,1
360035011.png,1
360021022.png,0
330009292.png,1
370902111.png,1
371206233.png,0
350023011.png,0
360014111.png,0
330010191.png,1
371402171.png,1
370713042.png,0
370406172.png,0
370109062.png,1
330002502.png,0
320006181.png,1
370911073.png,0
360035063.png,0
350009081.png,1
340011052.png,0
350032291.png,0
320028102.png,1
370402332.png,0
370801252.png,1
310004162.png,0
370324062.png,1
370405112.png,1
370408062.png,1
370413121.png,0
310002101.png,0
320009261.png,1
330003051.png,1
370905163.png,1
350017091.png,0
371205022.png,0
370319012.png,1
370712132.png,0
320010341.png,0
350005121.png,0
310004242.png,0
370512132.png,0
340012191.png,0
380101062.png,1
370404262.png,0
310003231.png,0
350019101.png,0
370319062.png,0
320012301.png,1
370321083.png,0
330010241.png,0
340009112.png,1
320002551.png,1
370707012.png,0
320005422.png,0
370810151.png,1
310011061.png,1
310003391.png,0
370402012.png,1
370803222.png,1
360012651.png,0
360015053.png,0
320018041.png,0
370717061.png,1
371402052.png,0
370701491.png,0
330004313.png,1
370903103.png,0
370310081.png,1
320017091.png,1
340005032.png,1
370413092.png,0
320005391.png,0
370520173.png,0
370506272.png,0
370101261.png,1
310008251.png,0
310011242.png,0
340008062.png,1
370701121.png,1
370615143.png,0
371204092.png,0
370322134.png,0
370323121.png,1
360016042.png,0
370804112.png,1
370301592.png,1
370505142.png,1
370803072.png,1
350019172.png,1
360012662.png,0
340006151.png,1
370310282.png,1
370401291.png,1
350034122.png,1
371001233.png,1
370906081.png,1
370714131.png,0
370705071.png,1
350012051.png,1
371012017.png,1
370802231.png,1
370903121.png,0
360001081.png,0
360024141.png,0
370903041.png,0
371401162.png,0
370323233.png,1
330001543.png,0
370608162.png,0
370719041.png,0
340003102.png,1
340024062.png,1
371201041.png,1
370612262.png,1
370506152.png,0
370101152.png,0
320002122.png,0
370701682.png,0
370401293.png,0
320002522.png,0
360008622.png,0
360002281.png,1
370725032.png,1
320007341.png,1
320010011.png,1
340009121.png,1
320019101.png,0
340009021.png,1
371301303.png,0
320029052.png,0
360002102.png,0
370401271.png,0
370604072.png,0
320003363.png,0
370810071.png,0
310007102.png,1
370301393.png,0
330002762.png,0
370505102.png,0
330001251.png,0
370402041.png,0
360035122.png,0
340011161.png,0
370704064.png,0
371401032.png,1
371104092.png,0
320003711.png,0
371008061.png,0
350013114.png,0
350014081.png,0
370809041.png,0
370310052.png,0
360010041.png,0
371206102.png,1
340005362.png,1
310005101.png,1
340027192.png,0
370501211.png,0
350036101.png,0
370701521.png,0
350005191.png,1
330008061.png,1
360004052.png,0
370320221.png,0
370704111.png,0
350033122.png,0
350031112.png,1
360004083.png,1
350021151.png,0
370109031.png,0
350011042.png,1
330004041.png,0
310010071.png,0
360008081.png,0
370306071.png,1
370501222.png,0
370727011.png,0
370312162.png,0
340022023.png,0
350034291.png,1
370310064.png,1
350018122.png,0
320001432.png,1
310001253.png,0
371206252.png,1
370616021.png,1
320003332.png,0
370601053.png,1
320006031.png,0
320029024.png,0
320017121.png,0
320009182.png,1
360011331.png,0
370506242.png,1
370608181.png,0
310011231.png,1
320002941.png,0
310002071.png,1
371301091.png,0
320003362.png,0
360004222.png,1
360004061.png,0
370808221.png,0
370723061.png,0
370701753.png,0
310004371.png,1
370503072.png,1
370320222.png,1
371301534.png,0
370603042.png,1
370406222.png,1
350010081.png,1
360019301.png,0
371302362.png,1
370301612.png,1
370606051.png,0
370715052.png,1
360036012.png,1
370218051.png,0
310008101.png,1
320016132.png,1
370701131.png,0
360009101.png,0
350015141.png,0
360012451.png,1
370701223.png,1
320006431.png,0
350037341.png,1
370313151.png,1
370716091.png,0
370801302.png,1
340024021.png,1
370501011.png,1
350025092.png,0
370311201.png,0
320018042.png,1
360018071.png,1
320003071.png,1
350037042.png,1
360012321.png,1
330002521.png,1
371202021.png,1
310011261.png,1
360032011.png,1
360019131.png,0
360037021.png,0
370703012.png,1
350018111.png,1
330004132.png,1
371302453.png,0
360004162.png,1
370909063.png,0
330008213.png,0
370801192.png,1
320024061.png,0
370402032.png,1
370801071.png,1
320001251.png,0
371402352.png,1
340027093.png,0
370316191.png,0
371402101.png,1
320018082.png,0
310009162.png,0
360031052.png,0
320011471.png,1
370607192.png,0
370313112.png,1
360014152.png,0
370406131.png,1
371010011.png,0
320022082.png,1
360024092.png,1
371301331.png,1
370110052.png,1
360012361.png,0
320010321.png,0
360036031.png,1
370105145.png,0
370721081.png,0
370312112.png,0
371001111.png,1
350018152.png,0
370715012.png,0
340005012.png,0
340027193.png,0
370311252.png,1
350035422.png,1
370615062.png,0
370810172.png,1
350033351.png,1
330003262.png,1
370520012.png,1
370413042.png,1
330002822.png,1
380201061.png,1
330008081.png,0
330009051.png,1
370801191.png,0
320005042.png,1
340015051.png,0
350035432.png,0
310010011.png,1
350017092.png,1
330004112.png,1
340020032.png,1
310004143.png,1
340008391.png,1
370708011.png,0
360012101.png,1
310003162.png,1
370413093.png,0
350012212.png,0
370520022.png,0
330004362.png,1
370804012.png,1
340005322.png,0
371002082.png,0
370808062.png,0
370303041.png,1
350016071.png,0
310011101.png,0
340018032.png,1
350037302.png,1
370507032.png,1
320011051.png,1
370720101.png,1
360005032.png,1
370613103.png,0
370608081.png,0
350031061.png,1
370609132.png,1
370601161.png,0
370901422.png,0
370324092.png,1
320029022.png,1
330001413.png,0
370720032.png,0
371007073.png,1
320011434.png,0
360015032.png,1
370301041.png,1
370322012.png,1
360003112.png,1
370310301.png,0
370804241.png,0
370317221.png,0
340017042.png,1
370610222.png,1
370604161.png,0
360019061.png,0
340026092.png,0
320023011.png,1
350032092.png,0
370811022.png,1
370802081.png,0
360012082.png,1
360005031.png,0
370731031.png,0
370712031.png,0
350037182.png,0
370303151.png,1
380101071.png,0
330003041.png,0
340026063.png,1
360003381.png,0
320003251.png,1
370301301.png,0
370611032.png,1
340005282.png,0
370411072.png,1
340027313.png,0
330001401.png,0
360005671.png,0
320005021.png,0
330008041.png,1
350035231.png,0
330002352.png,0
330004123.png,1
340027312.png,1
350035251.png,1
340007091.png,0
350033303.png,0
370404261.png,1
320003701.png,0
360005311.png,0
320028081.png,0
370703152.png,1
360009131.png,0
370403054.png,0
350025021.png,1
320006532.png,1
320001292.png,0
320004051.png,0
371402351.png,0
370705261.png,1
370608041.png,0
370504131.png,0
320005472.png,1
350029051.png,1
360019132.png,1
330012062.png,1
371205151.png,1
350035321.png,1
350032192.png,1
350009122.png,0
370404071.png,1
330008473.png,0
370616081.png,1
310008022.png,1
350034202.png,1
360013032.png,1
370801321.png,1
370505073.png,0
371202131.png,0
360030031.png,1
370506232.png,0
370314181.png,1
370803193.png,0
360018062.png,0
330002093.png,0
370312212.png,0
340010131.png,1
370913022.png,1
370308021.png,1
370322032.png,1
330004091.png,1
330001222.png,0
360008052.png,1
370719012.png,0
370704122.png,1
350024034.png,0
